X,Y,OBJECTID,Onstreet,Atstreet,Month,Bridge_ID,DirFrom,LocationID,PkHrVol,Max24HrDay,PkHrDay,PkHrTime,PkHrAMPM,Month2,AWT,Max24HrVol,YearTxt,Year,last_edited_date
828822.037885245,998523.526643321,315,Dougherty Ferry Rd,Carman Rd,4, ,N,327,2929,Fri,Wed,5:00,PM,April,29430,29939,2015,2015,2015/06/26 16:32:49+00
835613.704419997,1000818.66575382,316,Dougherty Ferry Rd,I-270,4, ,E,328,1735,Fri,Wed,5:00,PM,April,17930,18297,2015,2015,2015/06/26 16:30:44+00
834540.787930664,1000450.61005949,317,Dougherty Ferry Rd,I-270,4, ,W,329,3479,Fri,Tue,5:00,PM,April,35350,36112,2015,2015,2015/06/26 16:34:47+00
866286.499045413,1102562.59776424,318,Douglas Rd,New Halls Ferry Rd,4, ,E,330,40,Fri,Fri,3:00,PM,April,370,386,2016,2016,2016/09/02 16:09:00+00
873872.754870247,1100568.53810407,319,Douglas Rd,Shackelford Rd,4, ,W,331,50,Fri,Thu,3:00,PM,April,490,511,2016,2016,2016/09/02 16:09:37+00
853174.776581246,1073949.26489916,320,Dunn Rd,Howdershell Rd,7, ,NW,332,536,Fri,Wed,5:00,PM,July,6540,6867,2016,2016,2016/09/02 16:10:14+00
847329.867011245,1073196.41863582,321,Dunn Rd,Missouri Bottom Rd,7,111,NE,333,133,Sat,Fri,5:00,PM,July,1330,1399,2016,2016,2016/09/02 16:10:48+00
903702.07349233,1064352.56788524,322,Durness Dr,Shepley Dr,4, ,S,334,80,Fri,Tue,3:00,PM,April,660,752,2016,2016,2016/09/02 16:11:27+00
821068.698076997,1011722.6560849,323,Dutch Mill Dr,Weidman Rd,4, ,W,335,305,Fri,Mon,5:00,PM,April,2750,2940,2017,2017,2017/07/21 15:24:59+00
816971.475956496,1011479.60046866,324,Dutch Mill Dr,Woods Mill Rd,4, ,E,336,339,Sat,Sat,11:00,AM,April,3110,3287,2017,2017,2017/07/21 15:25:41+00
864203.767646577,1017689.84329749,325,Eager Rd,Brentwood Blvd,11, ,E,337,2290,Fri,Wed,5:00,PM,November,25959,26975,2018,2018,2019/04/18 16:37:34+00
866991.96187333,1018002.34332865,326,Eager Rd,Hanley Rd,12, ,W,338,1122,Fri,Fri,3:00,PM,December,14413,14800,2018,2018,2019/04/18 16:38:18+00
865373.906382412,1017991.92668282,327,Eager Rd,I-170,12, ,E,339,2056,Wed,Sat,4:00,PM,December,23647,23909,2018,2018,2019/04/18 16:38:52+00
865564.878769495,1017988.4545769,328,Eager Rd,Promenade Shopping Center, , ,E,340,0, , , , , ,0,0, ,0,
859113.451055579,977677.062102735,329,East Concord Rd,Tesson Ferry Rd,4, ,E,355,531,Fri,Fri,3:00,PM,April,5400,5607,2018,2018,2018/08/14 14:40:26+00
864953.728745081,976180.534255907,330,East Concord Rd,Von Talge Rd,4, ,W,356,333,Fri,Sat,11:00,AM,April,2850,3035,2018,2018,2018/08/14 14:41:07+00
771272.449900661,1025710.77148132,331,Eatherton Rd,Centaur Rd,7, ,N,357,1088,Fri,Fri,3:00,PM,July,11410,12164,2017,2017,2017/07/21 15:27:23+00
770307.172303662,1033519.79917032,332,Eatherton Rd,Olive Street Rd,7, ,S,358,1137,Fri,Wed,4:00,PM,July,12200,12880,2017,2017,2017/07/21 15:28:27+00
771199.53337983,1023363.54914165,333,Eatherton Rd,Wild Horse Creek Rd,7, ,N,359,945,Fri,Fri,3:00,PM,July,10030,10739,2017,2017,2017/07/21 15:28:58+00
859296.29616233,986329.687842071,334,Eddie and Park Rd,Gravois Rd,10, ,N,360,843,Tue,Tue,7:00,AM,October,6830,7091,2012,2012,
858344.90731708,986985.937841907,335,Eddie and Park Rd,Pardee Rd,10, ,W,361,464,Wed,Wed,7:00,AM,October,4730,5013,2007,2007,
854660.879580162,987013.715673491,336,Eddie and Park Rd,Sappington Rd,10, ,E,362,592,Fri,Wed,7:00,AM,October,5270,5559,2007,2007,
854403.935212161,987013.715673491,337,Eddie and Park Rd,Sappington Rd,10, ,W,363,636,Wed,Tue,7:00,AM,October,4710,4890,2012,2012,
779361.660756327,1030793.66354649,338,Edison Ave,Spirit of St Louis Blvd,9, ,E,364,317,Tue,Wed,5:00,PM,September,2510,2589,2016,2016,2017/01/04 15:13:10+00
778365.133221827,1030588.80240765,339,Edison Ave,Spirit of St Louis Blvd,9, ,W,365,265,Wed,Thu,11:00,AM,September,2600,2634,2016,2016,2017/01/04 15:13:46+00
877360.176701162,1061803.89876999,340,Elizabeth Ave,Chambers Rd / Hereford Ave,3, ,N,366,678,Fri,Fri,4:00,PM,March,6480,6867,2016,2016,2017/07/21 15:29:54+00
877421.953152411,1061603.08847607,341,Elizabeth Ave,Chambers Rd / Hereford Ave,3,144-R,S,367,658,Fri,Fri,5:00,PM,March,6250,6724,2016,2016,2016/09/14 17:36:32+00
875612.925602496,1069460.72728832,342,Elizabeth Ave,Milbank Dr,3, ,S,368,775,Fri,Fri,4:00,PM,March,7450,8028,2016,2016,2016/09/14 17:32:32+00
879596.432399247,957791.933894075,343,England Town Rd,Cliff Cave Rd,6, ,W,369,104,Wed,Tue,7:00,PM,June,890,982,2018,2018,2018/08/14 14:41:54+00
875895.043476578,958316.239603989,344,England Town Rd,Telegraph Rd,6, ,E,370,314,Tue,Tue,3:00,PM,June,3560,3683,2018,2018,2018/08/14 14:42:28+00
870438.430045996,954088.974108405,345,Erb Rd,Heintz Rd,6, ,E,371,240,Thu,Min,5:00,PM,June,2130,2222,2018,2018,2018/08/14 14:43:09+00
875435.293739911,954786.09738607,346,Erb Rd,Telegraph Rd,6, ,W,372,385,Wed,Fri,5:00,PM,June,4110,4145,2018,2018,2018/08/14 14:43:38+00
830482.121507328,1041155.64183824,347,Fee Fee Rd,Bennington Rd,10, ,E,373,888,Wed,Wed,5:00,PM,October,7730,7816,2015,2015,2015/12/09 15:10:23+00
830146.183858994,1041073.17678007,348,Fee Fee Rd,Bennington Rd,10, ,W,374,1927,Fri,Wed,7:00,AM,October,17220,17430,2015,2015,2015/12/09 15:11:22+00
826797.225661911,1037015.8850259,349,Fee Fee Rd,Olive Blvd,10, ,N,375,1607,Thu,Tue,5:00,PM,October,16280,16630,2015,2015,2015/12/09 15:12:12+00
832932.64219683,1041416.92674874,350,Fee Fee Rd,Ross Ave,10, ,W,376,753,Wed,Wed,5:00,PM,October,6340,6411,2015,2015,2015/12/09 15:13:39+00
827984.725583494,1039906.50982207,351,Fee Fee Rd,Seven Pines Dr,10, ,N,377,1827,Thu,Tue,5:00,PM,October,16780,17225,2015,2015,2015/12/09 15:14:32+00
827500.014938746,1039572.32741957,352,Fee Fee Rd,Seven Pines Dr,10,280-C,S,378,1673,Thu,Thu,5:00,PM,October,16500,17096,2015,2015,2015/12/09 15:15:17+00
874707.950706411,1034668.05507591,353,Ferguson Ave,Page Ave,1, ,N,379,196,Thu,Fri,4:00,PM,January,1840,2061,2015,2015,2015/03/06 20:18:34+00
875679.30473483,1038411.97869041,354,Ferguson Ave,St Charles Rock Rd,1, ,S,380,217,Thu,Wed,4:00,PM,January,1830,1996,2015,2015,2015/03/06 20:19:05+00
866509.414281994,938542.383154407,355,Fine Rd,Becker Rd,8, ,S,381,180,Thu,Mon,4:00,PM,August,1487,1586,2018,2018,2019/04/18 16:39:41+00
866463.179138247,941717.117618576,356,Fine Rd,Telegraph Rd,8,502,E,382,331,Thu,Tue,3:00,PM,August,2772,2875,2018,2018,2019/04/18 16:40:13+00
869090.262466747,970799.164113156,357,Forder Rd,Kinswood Ln,9, ,E,383,1884,Fri,Tue,5:00,PM,September,19350,20135,2013,2013,
872701.373354744,967969.302974992,358,Forder Rd,Ringer Rd,9, ,E,384,939,Fri,Fri,4:00,PM,September,8500,9069,2013,2013,
872361.095491994,968115.136344738,359,Forder Rd,Ringer Rd,9, ,W,385,1386,Thu,Wed,5:00,PM,September,13580,13583,2013,2013,
876048.59566291,965694.997484237,360,Forder Rd,Telegraph Rd,9, ,W,386,867,Fri,Fri,4:00,PM,September,8160,8753,2013,2013,
873196.599070329,1026105.58762082,361,Forest Park Parkway,Big Bend Blvd,4, ,E,387,2518,Fri,Tue,5:00,PM,April,24520,25172,2014,2014,2014/11/19 19:49:35+00
872901.460224912,1026147.25453224,362,Forest Park Parkway,Big Bend Blvd,4, ,W,388,2337,Fri,Thu,5:00,PM,April,22480,23008,2014,2014,2014/11/19 20:06:16+00
865293.821240745,1023952.81010224,363,Forest Park Parkway,Brentwood Blvd,4, ,At,389,3732,Wed,Wed,8:00,AM,April,38330,39123,2014,2014,2014/11/19 19:48:55+00
866325.939255245,1023973.86025699,364,Forest Park Parkway,Central Ave,5, ,E,390,2752,Fri,Tue,5:00,PM,May,26500,27089,2014,2014,2014/11/19 20:09:28+00
867551.633982331,1024389.4417749,365,Forest Park Parkway,Hanley Rd,5, ,E,391,2752,Fri,Tue,5:00,PM,May,26120,27089,2014,2014,2014/11/19 20:05:24+00
870895.383856494,1026264.44196191,366,Forest Park Parkway,Pershing Ave,4, ,W,392,2013,Fri,Tue,5:00,PM,April,19810,21098,2014,2014,2014/11/19 20:07:00+00
876322.467162412,1025417.21957499,367,Forest Park Parkway,St Louis City limit,4, ,W,393,2291,Fri,Wed,5:00,PM,April,23690,24040,2014,2014,2014/11/19 20:08:43+00
866657.060968328,1024130.05121757,368,Forest Park Parkway Ramp EB From,Bemiston Ave,4,244, ,394,303,Mon,Mon,5:00,PM,April,1650,1757,2014,2014,2014/11/19 20:10:33+00
864925.331820246,1023983.62598549,369,Forest Park Parkway Ramp EB To,Brentwood Blvd,4, , ,395,773,Thu,Thu,8:00,AM,April,5210,5391,2014,2014,2014/11/19 20:13:01+00
864897.119934414,1024087.79277191,370,Forest Park Parkway Ramp WB From,Brentwood Blvd,4, , ,396,802,Tue,Tue,5:00,PM,April,6110,6433,2014,2014,2014/11/19 20:58:32+00
866229.59036658,1024029.43396474,371,Forest Park Parkway Ramp EB To,Central Ave,4,243, ,397,1210,Thu,Thu,8:00,AM,April,7740,7975,2014,2014,2014/11/19 20:22:40+00
869230.887185495,1025029.63275174,372,Forest Park Parkway Ramp EB To,Forsyth Blvd,4, , ,398,503,Wed,Mon,8:00,AM,April,4170,4387,2014,2014,2014/11/19 20:56:58+00
863493.040065411,1024389.4417749,373,Forest Park Parkway Ramp WB To,I-170 NB,4, , ,399,1670,Wed,Wed,4:00,PM,April,14100,14675,2014,2014,2014/11/19 21:43:05+00
863608.057551913,1024135.53578666,374,Forest Park Parkway Ramp EB From,I-170 NB,4, , ,400,1566,Fri,Thu,8:00,AM,April,11480,11780,2014,2014,2014/11/19 20:11:31+00
863605.887280662,1024252.72321633,375,Forest Park Parkway Ramp EB From,I-170 SB,4, , ,401,1638,Wed,Wed,7:00,AM,April,12940,13431,2014,2014,2014/11/19 20:12:16+00
863499.550551079,1024289.61553099,376,Forest Park Parkway Ramp WB To,I-170 SB,4, , ,402,1137,Wed,Thu,5:00,PM,April,10230,10568,2014,2014,2014/11/19 21:43:43+00
868224.991887581,1024734.96404974,377,Forest Park Parkway Ramp WB From,S Carondelet Ave,4, , ,404,304,Wed,Thu,5:00,PM,April,2190,2273,2014,2014,2014/11/19 21:16:30+00
863997.561366078,1024051.37060066,378,Forest Park Parkway Ramp WB From,Shaw Park Dr / Clayton Maintenance,4, , ,405,92,Tue,Tue,5:00,PM,April,600,710,2014,2014,2014/11/19 21:42:29+00
867300.512765411,1024389.91224641,379,Forest Park Parkway Ramp WB To,Shaw Park Dr (W of Hanley Rd),4, , ,406,808,Tue,Tue,7:00,AM,April,5400,5894,2014,2014,2014/11/19 21:44:25+00
865538.359793663,1023992.77655774,380,Forest Park Parkway Ramp WB from,Shaw Park Dr (W of Meramec Blvd),4, , ,407,1544,Wed,Wed,4:00,PM,April,9330,10550,2014,2014,2014/11/19 20:57:45+00
891294.515630327,1093904.1610129,381,Fort Bellefontaine Rd,Old Jamestown Rd,6, ,W,408,26,Sun,Sun,12:00,PM,June,160,231,2016,2016,2016/09/14 17:38:02+00
884159.733968161,983173.228275739,382,Gentry Ave,Military Rd,9, ,S,410,243,Thu,Tue,3:00,PM,September,2540,2596,2015,2015,2015/12/09 15:16:33+00
881628.114687581,981424.285251319,383,Gentry Ave,Telegraph Rd,9, ,E,411,184,Fri,Fri,5:00,PM,September,1920,2016,2015,2015,2015/12/09 15:17:05+00
824074.632025745,980977.707076237,384,Gladiator Dr,Smizer Station Rd,11, ,N,413,808,Tue,Tue,7:00,AM,November,1720,5894,2014,2014,2014/11/19 21:45:40+00
823923.11986158,984515.517585903,385,Gladiator Dr,Valley Park Rd,11, ,S,414,187,Wed,Wed,7:00,AM,November,900,961,2014,2014,2014/11/19 21:51:46+00
781594.278666411,1032182.73819616,386,Goddard Ave,Chesterfield Airport Rd,9, ,S,415,190,Thu,Wed,7:00,AM,September,2070,2186,2016,2016,2017/01/04 15:17:27+00
878443.916331578,980300.034547076,387,Green Park Rd,Lemay Ferry Rd,10, ,NW,417,321,Fri,Tue,5:00,PM,October,3670,3855,2015,2015,2016/09/14 17:40:39+00
877593.22511958,980794.837691322,388,Green Park Rd,Reavis Barracks Rd,10,409,SE,418,325,Fri,Fri,4:00,PM,October,3830,4021,2015,2015,2016/09/14 17:40:32+00
873336.277596746,981070.867979154,389,Green Park Rd,Union Rd,10, ,SE,419,328,Fri,Thu,3:00,PM,October,3190,3460,2015,2015,2016/09/14 17:41:12+00
872109.749209911,1093864.40157799,390,Greenway Chase Dr,New Halls Ferry Rd (North Int),8, ,W,420,153,Fri,Fri,5:00,PM,August,1560,1682,2016,2016,2016/09/14 17:41:53+00
854088.836104829,967805.465048075,391,Griffin Rd,Tesson Ferry Rd,7, ,E,423,216,Wed,Wed,5:00,PM,July,2391,2461,2018,2018,2019/04/18 16:41:08+00
875726.266583163,952415.898058236,392,Grimsley Station Rd,Christopher Dr,10, ,E,424,213,Wed,Wed,5:00,PM,October,1930,2155,2007,2007,
872912.369323827,1089006.92704099,393,Greenway Chase Dr,Patterson Rd,8, ,NW,422,455,Fri,Fri,4:00,PM,August,4810,5191,2016,2016,2016/09/14 17:42:30+00
846404.035201497,1034890.47720324,394,Guelbreth Ln,Old Olive Street Rd,11, ,N,425,597,Fri,Wed,5:00,PM,November,5860,5994,2013,2013,2014/11/19 21:53:35+00
846430.077144161,1037972.07438649,395,Guelbreth Ln,Schuetz Rd,11, ,S,426,498,Fri,Wed,5:00,PM,November,5410,5745,2013,2013,2014/11/19 21:53:19+00
849189.086717997,961302.966242075,396,Hagemann Rd,Tesson Ferry Rd,8, ,S,427,247,Thu,Thu,6:00,PM,August,1830,2015,2005,2005,
893368.513122745,1054025.97469332,397,Halls Ferry Rd,Jennings Station Rd,2, ,N,428,1491,Fri,Fri,4:00,PM,February,16540,18894,2016,2016,2016/09/14 17:43:20+00
891868.223800495,1057021.5477704,398,Halls Ferry Rd,St Cyr Rd,2, ,N,429,1947,Fri,Thu,5:00,PM,February,20900,23412,2016,2016,2016/09/14 17:43:50+00
894184.195874579,1052368.77000249,399,Halls Ferry Rd,St Louis City Limit,2, ,N,430,1179,Fri,Fri,4:00,PM,February,13020,15134,2016,2016,2016/09/14 17:44:50+00
867149.907751661,1021378.75258632,400,Hanley Rd,Clayton Rd,5, ,N,431,2110,Thu,Tue,8:00,AM,May,23070,26174,2014,2014,2014/11/19 21:54:14+00
867969.351978913,1028883.96067299,401,Hanley Rd,Delmar Blvd,5, ,N,432,1217,Thu,Wed,5:00,PM,May,11130,11176,2014,2014,2014/11/19 21:54:55+00
867946.782798328,1028677.94238424,402,Hanley Rd,Delmar Blvd,5, ,S,433,1504,Fri,Wed,5:00,PM,May,13860,14104,2014,2014,2015/03/06 20:21:12+00
867370.393859245,1017268.22012499,403,Hanley Rd,Eager Rd / Dale Ave,10, ,S,434,3830,Fri,Fri,4:00,PM,September,51800,53199,2017,2017,2017/11/09 17:30:06+00
867600.153570328,1025620.07185957,404,Hanley Rd,Forsyth Blvd,5, ,N,435,1866,Thu,Wed,5:00,PM,May,18960,19680,2014,2014,2014/11/19 21:55:42+00
867578.452170163,1025420.41904365,405,Hanley Rd,Forsyth Blvd,5, ,S,436,2058,Fri,Thu,5:00,PM,May,22190,22605,2014,2014,2014/11/19 22:05:28+00
867379.088723745,1018747.82084032,406,Hanley Rd,I-64 / US40,5, ,N,437,2344,Thu,Thu,5:00,PM,May,27170,27765,2014,2014,2014/11/19 21:56:28+00
867723.31080433,1012157.80810174,407,Hanley Rd,Manchester Rd,4,281-C,N,438,,,,,,April,37740,,2016,2016,2016/09/14 17:48:44+00
867801.723377161,1011799.25304458,408,Hanley Rd,Manchester Rd,10, ,S,439,3077,Wed,Wed,4:00,PM,September,34500,35998,2017,2017,2017/11/09 17:31:47+00
868299.813588329,1033616.6142654,409,Hanley Rd,Olive Blvd,5, ,N,440,917,Fri,Wed,5:00,PM,May,8940,9406,2014,2014,2014/11/19 21:57:07+00
868252.938682079,1033244.21802858,410,Hanley Rd,Olive Blvd,5, ,S,441,1134,Fri,Wed,5:00,PM,May,10100,10276,2014,2014,2014/11/19 22:06:17+00
869081.353035744,1037954.80867299,411,Hanley Rd,Page Ave,5, ,N,442,914,Fri,Wed,4:00,PM,May,9230,9662,2014,2014,2014/11/19 21:57:46+00
869081.353035744,1037583.28087274,412,Hanley Rd,Page Ave,5, ,S,443,805,Fri,Wed,5:00,PM,May,7320,7635,2014,2014,2014/11/19 22:08:46+00
869140.380804829,1043183.10727149,413,Hanley Rd,St Charles Rock Rd,5, ,S,444,898,Fri,Wed,3:00,PM,May,9090,9599,2014,2014,2014/11/19 22:09:22+00
867344.012022246,1023135.14736749,414,Hanley Rd,Wydown Blvd,5, ,N,445,2662,Thu,Tue,5:00,PM,May,28850,29551,2014,2014,2014/11/19 21:58:27+00
867319.923487745,1022901.85715166,415,Hanley Rd,Wydown Blvd,5, ,S,446,2464,Thu,Thu,4:00,PM,May,26510,27589,2014,2014,2015/03/06 20:20:24+00
817090.214236081,995420.48822999,416,Hanna Rd,Big Bend Rd,9, ,S,447,668,Fri,Wed,5:00,PM,September,6620,6816,2014,2014,2015/03/06 20:23:11+00
816995.161932744,990872.05080457,417,Hanna Rd,Valley Park City Limit,9, ,N,448,377,Fri,Fri,5:00,PM,September,3320,3546,2014,2014,2015/03/06 20:22:02+00
826970.440538578,971537.180353656,418,Hawkins Rd,Bowles Ave,10, ,W,449,586,Fri,Fri,4:00,PM,October,5210,5454,2014,2014,2014/11/20 14:59:38+00
828255.162706662,971446.902647071,419,Hawkins Rd,Jefferson County Line,10, ,NW,450,214,Fri,Fri,5:00,PM,October,1950,2137,2014,2014,2015/03/06 20:23:55+00
822452.211386077,972317.996377319,420,Hawkins Rd,New Sugar Creek Rd,10, ,E,451,332,Fri,Fri,5:00,PM,October,3110,3319,2014,2014,2014/11/20 14:56:08+00
822252.992624413,972531.537944987,421,Hawkins Rd,New Sugar Creek Rd,10, ,NW,452,2174,Thu,Thu,5:00,PM,October,18610,20882,2014,2014,2015/03/06 20:24:35+00
822249.086464245,973821.902490236,422,Hawkins Rd,Piedras Parkway,10, ,N,453,1554,Wed,Thu,5:00,PM,October,15610,15962,2014,2014,2014/11/20 14:57:07+00
823118.443977494,976997.336756155,423,Hawkins Rd,San Luis-Rey Parkway,10, ,S,454,2024,Thu,Thu,5:00,PM,October,20630,21046,2014,2014,2014/11/20 14:57:49+00
823986.107596494,979143.28554824,424,Hawkins Rd,Smizer Mill Rd,10, ,S,455,2287,Fri,Wed,7:00,AM,October,21520,22946,2014,2014,2014/11/20 14:58:57+00
858034.411218911,957657.434819236,425,Hawkins-Fuch Rd,Meramec Bottom Rd,10, ,N,456,352,Sat,Fri,5:00,PM,September,3440,3578,2017,2017,2017/11/09 17:32:50+00
860857.761871412,962648.754560992,426,Hawkins-Fuch Rd,Old Lemay Ferry Rd,10, ,S,457,292,Fri,Fri,5:00,PM,September,2810,2954,2017,2017,2017/11/09 17:33:29+00
876043.476906747,993140.435375407,427,Heege Rd,Gravois Rd,5, ,NW,458,402,Thu,Thu,5:00,PM,May,3890,3931,2018,2018,2018/08/14 14:44:49+00
876867.261676494,992180.365773238,428,Heege Rd,Gravois Rd,7, ,SE,459,271,Fri,Thu,4:00,PM,July,2550,2620,2014,2014,2014/11/20 15:03:14+00
878894.026651829,990033.085947074,429,Heege Rd,Kammerer Rd,7, ,W,460,26,Mon,Sat,7:00,PM,July,210,234,2014,2014,2014/11/20 15:04:13+00
866185.476609662,995540.753737487,430,Heege Rd,Laclede Station Rd,5, 429-R,E,461,1070,Wed,Wed,5:00,PM,May,11970,12133,2018,2018,2018/08/14 14:45:33+00
871550.240486413,994842.31254907,431,Heege Rd,Mackenzie Rd,5, ,E,462,899,Fri,Mon,5:00,PM,May,8650,8725,2018,2018,2018/08/14 14:46:05+00
871261.612126663,994878.119892158,432,Heege Rd,Mackenzie Rd,5, ,W,463,1091,Wed,Thu,5:00,PM,May,12060,12202,2018,2018,2018/08/14 14:46:40+00
870421.437953997,957760.291568905,433,Heintz Rd,Baumgartner Rd,6,513,S,464,771,Thu,Thu,5:00,PM,June,6710,7043,2018,2018,2018/08/14 14:47:40+00
870429.692530662,959357.252941906,434,Heintz Rd,Old Baumgartner Rd,6, ,S,465,180,Wed,Thu,5:00,PM,June,1670,1734,2018,2018,2018/08/14 14:52:57+00
871754.345393162,950502.941910408,435,Heintz Rd,Telegraph Rd,6, ,N,466,451,Thu,Tue,5:00,PM,June,3340,3526,2018,2018,2018/08/14 14:53:33+00
877284.626655411,1061719.27262691,436,Hereford Ave,Elizabeth Ave,3, ,W,468,1737,Fri,Fri,5:00,PM,March,17390,18818,2016,2016,2016/09/14 17:50:01+00
875321.085306913,1061484.89743949,437,Hereford Ave,Florissant Rd,3, ,E,469,1789,Fri,Fri,5:00,PM,March,17750,19249,2016,2016,2016/09/14 17:50:33+00
877736.282576244,990045.560331576,438,Hildesheim Ave,Weber Rd,6, ,NE,470,354,Fri,Fri,3:00,PM,June,3760,4025,2014,2014,2014/11/20 15:06:31+00
817180.893844746,971902.916826904,439,Hillsboro Rd,Jefferson County Line,5, ,N,471,395,Wed,Wed,7:00,AM,May,3430,3595,2013,2013,2014/11/20 15:07:25+00
816668.740997661,983066.111363992,440,Hillsboro Rd,Meramec Station Rd,5,438,S,472,815,Wed,Wed,7:00,AM,May,5800,6061,2013,2013,2015/03/06 16:15:48+00
851107.687539577,980940.387925155,441,Hilltop Dr,Gravois Rd,10, ,S,473,179,Fri,Fri,5:00,PM,September,1530,1598,2017,2017,2017/11/09 17:34:29+00
884403.971012495,983208.594018653,442,Hoffmeister Ave,Broadway St,9, ,NW,474,399,Thu,Fri,4:00,PM,September,4450,4571,2015,2015,2015/12/09 15:18:38+00
884565.429350995,982993.316233985,443,Hoffmeister Ave,Broadway St,9, ,SE,475,108,Fri,Wed,3:00,PM,September,1260,1512,2015,2015,2015/12/09 15:20:51+00
882241.717134912,984830.736443654,444,Hoffmeister Ave,Lemay Ferry Rd,9, ,NW,476,107,Wed,Tue,4:00,PM,September,1120,1155,2015,2015,2015/12/09 15:19:25+00
882407.732550912,984737.420685403,445,Hoffmeister Ave,Lemay Ferry Rd,9, ,SE,477,421,Thu,Fri,4:00,PM,September,4720,4975,2015,2015,2015/12/09 15:21:36+00
884181.256890997,983448.70541507,446,Hoffmeister Ave,Military Rd,9, ,NW,478,409,Thu,Tue,3:00,PM,September,4490,4732,2015,2015,2015/12/09 15:20:07+00
860297.427362163,1083242.94709916,447,Howdershell Rd,Charbonier Rd,11, ,SW,479,3741,Fri,Fri,4:00,PM,November,40000,43913,2016,2016,2017/01/04 15:18:53+00
853659.970820829,1073832.13980532,448,Howdershell Rd,Dunn Rd,11, ,NE,480,3260,Fri,Thu,4:00,PM,November,36300,39020,2016,2016,2017/01/04 15:19:40+00
856326.384451244,1077405.65332757,449,Howdershell Rd,Lynn Haven Ln,11, ,NE,481,3478,Fri,Fri,5:00,PM,November,36370,39840,2016,2016,2017/01/04 15:20:16+00
856176.210867077,1077173.88246565,450,Howdershell Rd,Lynn Haven Ln,11, ,SW,482,3217,Fri,Fri,5:00,PM,November,34550,37145,2016,2016,2017/01/04 15:21:00+00
858520.886623912,1080942.40084724,451,Howdershell Rd,Riverwoods Estates Blvd,11, ,NE,483,3421,Thu,Tue,5:00,PM,November,37560,39532,2016,2016,2017/01/04 15:21:38+00
857803.004857577,1079535.10182457,452,Howdershell Rd,Tahoe Dr,11, ,SW,484,4114,Fri,Fri,4:00,PM,November,37600,43986,2016,2016,2017/01/04 15:22:24+00
877677.38144733,1066150.5865989,453,Hudson Rd,Elizabeth Ave,3, ,E,485,298,Fri,Fri,6:00,PM,March,3360,3601,2016,2016,2016/09/14 17:53:56+00
882715.575767245,1065848.50321357,454,Hudson Rd,West Florissant Ave,3, ,W,486,360,Fri,Fri,4:00,PM,March,3020,3146,2016,2016,2016/09/14 17:54:25+00
864823.937994163,1056392.70191524,455,J S McDonnell Blvd,Air Cargo Dr,7, ,N,487,500,Thu,Wed,4:00,PM,July,4460,4619,2016,2016,2016/09/14 17:55:13+00
863517.080371663,1062015.5535304,456,J S McDonnell Blvd,Airport Rd,7, ,N,488,1405,Thu,Thu,4:00,PM,July,10770,13392,2016,2016,2016/09/14 17:55:50+00
864308.747095414,1061035.08469082,457,J S McDonnell Blvd,Airport Rd,7, ,S,489,431,Wed,Wed,4:00,PM,July,3420,3778,2016,2016,2016/09/14 17:56:36+00
866378.625501581,1058233.00138424,458,J S McDonnell Blvd,Berkley Rd,7, ,S,490,524,Wed,Wed,4:00,PM,July,3830,4176,2016,2016,2016/09/14 17:57:10+00
854838.261115164,1069304.18199774,459,J S McDonnell Blvd,Fee Fee Rd,7, ,N,491,2189,Wed,Fri,4:00,PM,July,18230,18737,2016,2016,2016/09/14 17:57:48+00
852054.406774744,1071616.6819659,460,J S McDonnell Blvd,I-270,7, ,S,492,2446,Wed,Fri,4:00,PM,July,23000,23538,2016,2016,2016/09/14 17:58:25+00
857161.177729163,1067561.99420916,461,J S McDonnell Blvd,Lindbergh Blvd,7, ,N,493,1943,Wed,Fri,4:00,PM,July,14890,15485,2016,2016,2016/09/14 17:59:04+00
857585.656867079,1067231.26521182,462,J S McDonnell Blvd,Lindbergh Blvd,7, ,S,494,1816,Tue,Fri,4:00,PM,July,14910,15525,2016,2016,2016/09/14 18:01:43+00
864614.411182247,1054566.6058299,463,J S McDonnell Blvd,Natural Bridge Rd,7, ,N,495,678,Thu,Wed,4:00,PM,July,7570,7679,2016,2016,2016/09/14 18:02:18+00
897599.474477079,1054796.30451749,464,Jennings Station Rd,Bellefontaine Rd,4, ,W,497,664,Wed,Wed,5:00,PM,April,7320,7436,2015,2015,2015/04/24 14:20:37+00
879769.078379411,974847.113038242,465,Jefferson Barracks Rd,Telegraph Rd,9, ,SE,496,508,Wed,Thu,5:00,PM,September,5210,5391,2015,2015,2015/12/09 15:22:29+00
893694.345148247,1054002.56365091,466,Jennings Station Rd,Halls Ferry Rd,4, ,NE,498,992,Fri,Fri,4:00,PM,April,11650,12831,2015,2015,2015/04/24 14:21:20+00
893222.991104078,1053765.58446607,467,Jennings Station Rd,Halls Ferry Rd,4, ,SW,499,1400,Fri,Thu,5:00,PM,April,16640,17818,2015,2015,2015/04/24 14:43:23+00
885926.115934078,1046026.00119199,468,Jennings Station Rd,I-70,4, ,N,500,1683,Wed,Tue,4:00,PM,April,21050,21798,2015,2015,2015/04/24 14:23:13+00
885966.914736997,1044573.91781007,469,Jennings Station Rd,I-70,4, ,S,501,1449,Wed,Thu,4:00,PM,April,16320,16914,2015,2015,2015/04/24 14:24:00+00
